,Answer,Gender,Center,Year,Days,ZipCode,GoStage1,GoStage2,GoStage3,SameBack,BackStage1,BackStage2,BackStage3,Fastest,Cheapest,Comfortable,OnlyOption,Environmental,Healthiest,OtherTrips,Other
1072,2188,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8760,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,No,No,No,No,No,"Coming by public transport takes me about 2 hours by train when by car I am in 20 min or 30,"
1073,2190,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Fourth,5,8226,On foot,Bus,FGC,Yes,,,,Yes,No,Yes,No,No,No,No,
1074,2191,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Third,3,8036,Scooter (or other micro-mobility devices) with non-renewable charging,Tram,On foot,Yes,,,,Yes,No,No,No,No,No,No,
1075,2195,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Second,4,8011,,,Underground,Yes,,,,Yes,Yes,No,No,No,No,No,
1076,2197,Man,Barcelona School of Informatics (FIB),Fourth,2,8800,Scooter (or other micro-mobility devices) with renewable charging,Renfe,Scooter (or other micro-mobility devices) with renewable charging,Yes,,,,No,No,No,Yes,No,No,No,
1077,2200,Woman,School of Engineering of Barcelona East (EEBE),Second,5,8906,Underground,Tram,,Yes,,,,No,No,No,Yes,No,No,No,
1078,2201,Man,Higher Technical School of Architecture of Barcelona (ETSAB),First,5,8810,Bus,Underground,Underground,Yes,,,,No,Yes,Yes,No,No,No,No,
1079,2202,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Fourth,5,8980,On foot,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,Yes,,,,Yes,No,Yes,No,No,No,No,
1080,2203,Man,Barcelona School of Informatics (FIB),Fourth,2,8907,On foot,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,Yes,,,,Yes,No,Yes,No,No,No,No,
1081,2207,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Fourth,3,8227,Renfe,,,Yes,,,,No,Yes,No,No,No,No,No,"I come with Renfe because it is the only viable economic option and with less environmental impact. Sometimes I come by car, especially if it is a short time in class for comfort"
1082,2211,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,8222,On foot,,,Yes,,,,Yes,No,No,No,No,No,No,
1083,2214,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Third,5,8775,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Bus,On foot,Yes,,,,No,No,No,Yes,No,No,No,
1084,2215,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),First,5,8042,On foot,Bus,On foot,No,On foot,Underground,On foot,No,Yes,Yes,No,No,No,No,
1085,2216,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Third,4,8014,Bus,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,No,Yes,No,No,Yes,No,No,
1086,2217,Man,School of Engineering of Barcelona East (EEBE),First,4,8100,On foot,Renfe,Underground,Yes,,,,Yes,No,No,No,No,No,No,
1087,2219,Man,Barcelona School of Informatics (FIB),First,1,8205,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,No,No,No,No,No,No,Yes,
1088,2221,Man,Barcelona School of Informatics (FIB),First,4,8025,Underground,On foot,,Yes,,,,Yes,No,No,No,No,No,No,
1089,2222,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,8330,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,No,No,No,No,No,
1090,2226,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,4,8440,On foot,Renfe,Underground,Yes,,,,No,No,No,Yes,No,No,No,
1091,2227,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),First,3,8004,,,Bus,Yes,,,,No,No,No,Yes,No,No,No,
1092,2231,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",First,5,8914,On foot,Underground,On foot,Yes,,,,No,Yes,No,No,No,No,No,
1093,2233,Man,Barcelona School of Informatics (FIB),Fourth,5,8042,On foot,Bus,On foot,Yes,,,,No,No,Yes,No,Yes,No,No,
1094,2235,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Fourth,5,8950,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,Yes,No,No,No,No,No,
1095,2237,Woman,School of Architecture of Vallès (ETSAV),Fourth,5,8010,On foot,FGC,On foot,Yes,,,,Yes,No,No,No,Yes,No,No,
1096,2238,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,8201,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,,,,Yes,No,Yes,No,No,No,No,
1097,2239,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,,Electric motorcycle,Electric motorcycle,Electric motorcycle,Yes,,,,Yes,No,Yes,No,No,No,No,
1098,2243,Woman,Faculty of Mathematics and Statistics (FME),First,5,8206,Bus,Underground,Tram,Yes,,,,Yes,No,Yes,No,No,No,No,
1099,2244,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Second,5,8034,On foot,,,Yes,,,,Yes,No,Yes,No,No,No,No,
1100,2247,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Fourth,3,8024,Bus,Underground,Underground,No,Bus,Bus,Bus,Yes,No,No,Yes,No,No,No,
1101,2253,Non binary,Higher Technical School of Architecture of Barcelona (ETSAB),Third,5,8903,On foot,Underground,Bus,Yes,,,,Yes,Yes,No,No,No,No,No,
1102,2255,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,8195,On foot,FGC,On foot,Yes,,,,Yes,No,No,Yes,No,No,No,
1103,2256,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Fourth,4,8870,Renfe,Underground,On foot,Yes,,,,No,No,No,Yes,No,No,No,
1104,2259,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,8030,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,,,,Yes,No,No,No,No,No,No,
1105,2261,Man,Barcelona School of Informatics (FIB),Fourth,4,8907,On foot,Underground,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
1106,2262,Man,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Fourth,4,8041,On foot,Underground,Renfe,Yes,,,,Yes,Yes,No,No,No,No,No,
1107,2263,Man,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Fourth,5,8360,Electric vehicle (with Zero label and renewable source charging),Renfe,Underground,Yes,,,,Yes,No,No,No,No,No,No,
1108,2265,Man,School of Engineering of Barcelona East (EEBE),Fourth,3,8904,On foot,Underground,Tram,Yes,,,,Yes,No,Yes,No,No,No,No,
1109,2266,Man,Barcelona School of Informatics (FIB),Fourth,1,8940,Bus,Underground,,No,On foot,Bus,,Yes,No,Yes,No,No,No,No,
1110,2267,Woman,Polytechnic School of Engineering of Manresa (EPSEM),Second,5,8251,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,Yes,No,No,No,No,
1111,2268,Woman,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Second,5,8860,,,,Yes,,,,Yes,No,No,No,No,No,No,
1112,2271,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,1,8140,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,On foot,Yes,,,,No,No,No,No,No,No,Yes,
1113,2273,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,4,8390,On foot,Renfe,Underground,Yes,,,,Yes,Yes,No,No,No,No,No,
1114,2275,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,4,8030,Bicycle,Bicycle,Bicycle,Yes,,,,Yes,No,No,No,No,Yes,No,
1115,2278,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),First,4,8016,Renfe,Renfe,On foot,No,On foot,Renfe,Underground,No,Yes,No,Yes,No,No,No,
1116,2281,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Fourth,4,8204,On foot,Renfe,Underground,Yes,,,,Yes,No,No,No,No,No,Yes,
1117,2283,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,8222,On foot,On foot,On foot,Yes,,,,Yes,No,No,Yes,No,No,No,
1118,2285,Man,Polytechnic School of Engineering of Manresa (EPSEM),Third,5,25001,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,No,No,No,No,Yes,
1119,2286,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8262,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Renfe,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1120,2287,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,5,8023,On foot,FGC,On foot,Yes,,,,No,Yes,No,No,Yes,No,No,
1121,2290,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Third,5,8028,Underground,Tram,,Yes,,,,Yes,No,No,No,No,No,No,
1122,2291,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,8691,Combustion or electric motorcycle with non-renewable source charging,Renfe,FGC,Yes,,,,No,No,No,Yes,No,No,No,Poor communication from Terrassa with the town where I live
1123,2293,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Third,4,8018,Bus,Bus,Bus,No,Underground,Underground,Tram,Yes,No,Yes,No,No,No,No,
1124,2294,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Fourth,1,8304,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,,Yes,,,,Yes,No,Yes,No,No,No,No,
1125,2298,Man,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Third,2,8800,On foot,,,Yes,,,,No,Yes,No,No,No,No,No,
1126,2300,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,3,8940,Underground,Tram,,Yes,,,,Yes,No,No,No,No,No,No,
1127,2301,Man,Polytechnic School of Engineering of Manresa (EPSEM),Second,5,8787,On foot,FGC,Bus,Yes,,,,No,Yes,No,No,No,No,No,
1128,2302,Woman,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),First,5,8870,On foot,Renfe,,Yes,,,,Yes,No,Yes,No,No,No,No,
1129,2303,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Second,5,8015,On foot,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1130,2308,NR/DK,School of Engineering of Barcelona East (EEBE),First,5,8820,Bus,Bus,On foot,No,On foot,Tram,Underground,Yes,No,Yes,No,No,No,No,
1131,2315,Man,Barcelona School of Informatics (FIB),First,4,8032,On foot,On foot,On foot,Yes,,,,Yes,No,No,No,No,No,No,
1132,2317,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Third,5,8193,FGC,On foot,,Yes,,,,No,No,No,No,Yes,Yes,No,
1133,2318,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Third,5,8007,Bicycle,Bicycle,Bicycle,Yes,,,,Yes,No,No,No,Yes,No,No,
1134,2320,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,4,8028,On foot,On foot,Bicycle,Yes,,,,No,Yes,No,No,Yes,No,No,
1135,2323,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8024,Bus,,,Yes,,,,No,Yes,Yes,No,No,No,No,
1136,2324,Woman,Barcelona School of Informatics (FIB),First,5,8028,,Underground,Tram,No,,Underground,Underground,No,No,No,No,No,Yes,No,
1137,2325,Man,Polytechnic University School of Building of Barcelona (EPSEB),Second,4,8904,On foot,Bicycle,On foot,Yes,,,,No,Yes,No,No,Yes,No,No,
1138,2329,Man,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Second,3,8401,On foot,Renfe,,Yes,,,,Yes,Yes,No,No,No,No,No,
1139,2331,Man,Barcelona School of Informatics (FIB),Fourth,1,8025,Scooter (or other micro-mobility devices) with non-renewable charging,Underground,Scooter (or other micro-mobility devices) with non-renewable charging,Yes,,,,Yes,No,Yes,No,No,No,No,
1140,2335,Woman,Barcelona School of Informatics (FIB),First,4,8001,On foot,Underground,,Yes,,,,Yes,No,Yes,No,No,No,No,
1141,2337,Woman,Barcelona School of Informatics (FIB),First,1,17800,,,,Yes,,,,No,No,No,Yes,No,No,No,
1142,2340,Woman,Faculty of Nautical of Barcelona (FNB),Fourth,3,8775,Bus,On foot,Underground,Yes,,,,No,No,Yes,No,No,No,No,
1143,2343,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,5,8222,On foot,,,Yes,,,,Yes,No,No,Yes,No,No,No,
1144,2344,Man,Barcelona School of Informatics (FIB),Third,4,8023,Underground,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",No,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,On foot,Yes,Yes,No,No,No,No,No,
1145,2345,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,4,8025,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,No,No,No,No,No,
1146,2347,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Fourth,6,8173,Combustion or electric motorcycle with non-renewable source charging,FGC,On foot,Yes,,,,No,No,Yes,Yes,No,No,No,
1147,2349,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,5,8002,On foot,On foot,On foot,Yes,,,,No,No,No,Yes,No,No,No,
1148,2351,Man,School of Engineering of Barcelona East (EEBE),First,5,8012,Underground,,,Yes,,,,Yes,No,Yes,No,No,No,No,
1149,2353,Woman,School of Engineering of Barcelona East (EEBE),Third,4,8911,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,No,No,No,No,No,Yes,
1150,2354,Man,School of Engineering of Barcelona East (EEBE),Second,5,8028,,,Underground,No,On foot,Tram,Underground,No,No,No,Yes,No,No,No,
1151,2356,Man,School of Engineering of Barcelona East (EEBE),Second,5,8810,On foot,Bus,Underground,Yes,,,,Yes,No,Yes,No,No,No,No,
1152,2357,Man,School of Engineering of Barcelona East (EEBE),Fourth,5,8850,Bus,Underground,Tram,Yes,,,,No,No,Yes,No,No,No,No,
1153,2359,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Fourth,3,43005,Combustion or electric motorcycle with non-renewable source charging,Renfe,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,No,Yes,No,Yes,No,No,No,
1154,2370,Man,School of Engineering of Barcelona East (EEBE),Fourth,4,8021,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,No,Yes,No,No,No,No,
1155,2371,Man,Faculty of Nautical of Barcelona (FNB),First,5,8930,,Underground,,Yes,,,,Yes,No,No,Yes,No,No,No,
1156,2376,Man,School of Engineering of Barcelona East (EEBE),First,6,8016,On foot,Underground,On foot,Yes,,,,No,Yes,No,No,Yes,No,No,
1157,2377,Man,Barcelona School of Informatics (FIB),Second,5,8906,On foot,Underground,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
1158,2378,NR/DK,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Fourth,5,8904,Bicycle,Scooter (or other micro-mobility devices) with renewable charging,On foot,Yes,,,,Yes,No,No,No,No,No,No,
1159,2379,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,5,8034,Electric motorcycle,FGC,On foot,Yes,,,,Yes,No,No,Yes,No,No,No,
1160,2384,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Third,5,8173,On foot,FGC,Bus,Yes,,,,Yes,Yes,No,No,No,No,No,
1161,2390,Woman,Faculty of Mathematics and Statistics (FME),Second,5,8034,On foot,Bicycle,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1162,2393,Woman,Faculty of Optics and Optometry of Terrassa (FOOT),First,3,8027,Underground,Renfe,FGC,No,FGC,FGC,Renfe,Yes,No,No,Yes,No,No,No,
1163,2394,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,5,8210,On foot,Renfe,FGC,No,On foot,FGC,Renfe,Yes,No,No,No,No,No,No,
1164,2395,Man,Polytechnic School of Engineering of Manresa (EPSEM),Third,5,8242,On foot,,,Yes,,,,No,No,No,No,No,No,No,I'm in Manresa during the week
1165,2396,Man,Faculty of Mathematics and Statistics (FME),Third,5,8028,On foot,On foot,On foot,Yes,,,,Yes,No,No,No,No,No,No,
1166,2397,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,3,8029,Bus,Bus,Bus,No,Underground,Underground,On foot,Yes,No,Yes,No,No,No,No,
1167,2399,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,3,8757,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",Yes,,,,Yes,No,Yes,No,No,No,No,
1168,2406,Woman,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Fourth,2,17458,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,Yes,No,No,No,No,
1169,2408,Man,Faculty of Mathematics and Statistics (FME),First,5,8005,On foot,Underground,Underground,Yes,,,,Yes,No,No,No,No,No,No,"Even though the subway is packed, it's a quick option"
1170,2414,Man,Barcelona School of Informatics (FIB),Fourth,3,8028,On foot,,,Yes,,,,No,Yes,No,No,Yes,No,No,
1171,2416,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Third,3,8015,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,No,No,No,No,No,No,
1172,2419,Man,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Fourth,5,8770,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,No,No,No,Yes,No,No,No,
1173,2420,Woman,Faculty of Optics and Optometry of Terrassa (FOOT),Fourth,2,8901,,,Renfe,Yes,,,,No,No,No,Yes,No,No,No,
1174,2421,Woman,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),Second,5,8034,Bicycle,On foot,,Yes,,,,Yes,No,No,Yes,No,No,No,
1175,2422,Woman,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Third,5,8036,Tram,Bus,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1176,2425,Man,School of Engineering of Barcelona East (EEBE),Fourth,5,8031,Combustion or electric motorcycle with non-renewable source charging,,,No,Combustion or electric motorcycle with non-renewable source charging,,,Yes,No,No,No,No,No,Yes,
1177,2434,Man,Polytechnic University School of Building of Barcelona (EPSEB),Fourth,5,8014,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,No,No,No,No,No,
1178,2435,Man,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Fourth,5,8130,On foot,Bus,Renfe,Yes,,,,No,No,No,Yes,No,No,No,
1179,2436,Man,Barcelona School of Informatics (FIB),Third,5,8304,Bus,Underground,On foot,Yes,,,,No,Yes,No,No,No,No,Yes,
1180,2447,Woman,School of Engineering of Barcelona East (EEBE),Fourth,4,8029,Underground,Bus,Tram,Yes,,,,No,Yes,Yes,No,No,No,No,
1181,2452,Man,Barcelona School of Informatics (FIB),Fourth,3,8820,Underground,,,Yes,,,,Yes,No,Yes,No,No,No,No,
1182,2453,Man,School of Engineering of Barcelona East (EEBE),First,3,8820,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,No,No,No,No,Yes,
1183,2454,Woman,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Third,5,8224,On foot,,FGC,Yes,,,,Yes,No,No,Yes,No,No,No,
1184,2456,Man,Polytechnic School of Engineering of Manresa (EPSEM),Fourth,3,8250,Combustion or electric motorcycle with non-renewable source charging,,,Yes,,,,Yes,No,Yes,No,No,No,No,
1185,2460,Man,Polytechnic School of Engineering of Vilanova i la Geltrú (EPSEVG),Fourth,3,8784,,,Combustion or electric motorcycle with non-renewable source charging,Yes,,,,Yes,Yes,No,No,No,No,No,
1186,2461,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,5,8041,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,,Yes,,,,Yes,No,Yes,No,No,No,No,
1187,2465,Man,Higher Technical School of Industrial Engineering of Barcelona (ETSEIB),First,5,8029,On foot,Tram,,Yes,,,,No,No,Yes,No,No,No,No,
1188,2466,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Third,4,8110,On foot,Renfe,On foot,Yes,,,,No,Yes,No,Yes,No,No,No,
1189,2468,Woman,School of Architecture of Vallès (ETSAV),Fourth,4,8225,Scooter (or other micro-mobility devices) with non-renewable charging,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",FGC,Yes,,,,No,Yes,No,No,No,No,No,
1190,2469,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Third,4,43005,Renfe,Renfe,Renfe,Yes,,,,No,Yes,Yes,No,No,No,No,
1191,2471,Man,Barcelona School of Informatics (FIB),Fourth,3,8302,Renfe,Underground,On foot,Yes,,,,Yes,Yes,No,No,No,No,No,
1192,2472,Woman,Higher Technical School of Architecture of Barcelona (ETSAB),First,3,8026,On foot,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",On foot,No,On foot,Underground,On foot,Yes,Yes,No,No,No,No,No,
1193,2473,Woman,Polytechnic University School of Building of Barcelona (EPSEB),First,2,8191,On foot,FGC,Underground,No,On foot,Underground,FGC,Yes,No,Yes,No,No,No,No,
1194,2475,Man,School of Engineering of Barcelona East (EEBE),Fourth,3,8302,Renfe,Tram,,Yes,,,,No,Yes,No,No,No,No,Yes,
1195,2476,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),First,5,8850,Bus,,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
1196,2478,Woman,Barcelona School of Informatics (FIB),Second,3,8036,Scooter (or other micro-mobility devices) with renewable charging,Scooter (or other micro-mobility devices) with renewable charging,Scooter (or other micro-mobility devices) with renewable charging,Yes,,,,Yes,Yes,No,No,No,No,No,
1197,2481,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Third,5,8032,Underground,On foot,,No,On foot,Bus,,No,Yes,No,No,Yes,No,No,
1198,2482,Woman,School of Agricultural Engineering and Biosystems of Barcelona (EEABB),Third,4,8030,On foot,Renfe,,No,Bus,Underground,,Yes,Yes,No,No,No,No,No,
1199,2483,Woman,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Fourth,1,8014,Bus,Bus,Bus,Yes,,,,No,Yes,Yes,No,No,No,No,
1200,2485,Woman,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",First,2,8700,"Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),","Combustion vehicle (non-plug-in hybrid, electric or plug-in hybrid with non-renewable source charging),",,Yes,,,,Yes,No,No,Yes,No,No,No,
1201,2486,Man,Polytechnic School of Engineering of Manresa (EPSEM),First,4,8630,On foot,FGC,On foot,Yes,,,,No,No,No,Yes,No,No,No,
1202,2487,Woman,Polytechnic University School of Building of Barcelona (EPSEB),Second,4,8904,Underground,Underground,,Yes,,,,Yes,Yes,No,No,No,No,No,
1203,2490,Man,Higher Technical School of Telecommunications Engineering of Barcelona (ETSETB),Fourth,5,8027,Underground,,,Yes,,,,Yes,No,Yes,No,No,No,No,
1204,2491,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Second,4,8024,On foot,Bus,On foot,Yes,,,,No,Yes,No,No,No,No,No,
1205,2495,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Second,4,8222,On foot,,,Yes,,,,Yes,No,No,No,No,No,No,
1206,2496,NR/DK,Higher Technical School of Architecture of Barcelona (ETSAB),Fourth,4,8028,Combustion or electric motorcycle with non-renewable source charging,,,No,Combustion or electric motorcycle with non-renewable source charging,,,No,Yes,Yes,No,No,No,No,
1207,2498,Woman,"Higher Technical School of Engineering of Roads, Canals and Ports of Barcelona (ETSECCPB)",Third,5,8005,Underground,Underground,Underground,No,Bus,Bus,Bus,Yes,No,No,No,Yes,No,No,
1208,2499,Woman,Barcelona School of Informatics (FIB),First,5,8027,On foot,Underground,On foot,Yes,,,,Yes,No,No,No,No,No,No,
1209,2500,Man,Barcelona School of Informatics (FIB),First,3,8173,On foot,FGC,On foot,Yes,,,,Yes,No,Yes,No,No,No,No,
1210,2506,Woman,School of Telecommunications and Aerospace Engineering of Castelldefels (EETAC),Second,5,8020,Underground,Renfe,On foot,No,On foot,Renfe,On foot,No,Yes,No,No,Yes,No,No,
1211,2507,Man,Polytechnic University School of Building of Barcelona (EPSEB),Fourth,1,7702,Renfe,Underground,On foot,Yes,,,,No,Yes,No,No,No,No,No,"In fact, I go by plane, literally, but you don't have the option. At the beginning of the degree I went as I have mentioned above"
1212,2508,Man,Faculty of Nautical of Barcelona (FNB),First,5,8011,Scooter (or other micro-mobility devices) with renewable charging,,,Yes,,,,Yes,Yes,No,No,No,No,No,
1213,2509,Man,Barcelona School of Informatics (FIB),Fourth,3,8402,Renfe,Underground,On foot,Yes,,,,No,Yes,No,No,Yes,No,No,
1214,2510,Man,"School of Industrial, Aerospace and Audiovisual Engineering of Terrassa (ESEIAAT)",Fourth,5,8221,On foot,Bicycle,Scooter (or other micro-mobility devices) with non-renewable charging,Yes,,,,No,Yes,Yes,No,No,No,No,
