,COURSE,UPC Code and Acronyms,Municipality_Course,Postal Code Course,Total Course
1618,22-23,240 ETSEIB,Sant Quirz,8580,1
1619,22-23,240 ETSEIB,Sant Sadur,8770,8
1620,22-23,240 ETSEIB,Sant Vicen,8295,1
1621,22-23,240 ETSEIB,Sant Vicen,8394,4
1622,22-23,240 ETSEIB,Sant Vicen,8620,6
1623,22-23,240 ETSEIB,Santa Colo,8690,10
1624,22-23,240 ETSEIB,Santa Colo,8921,6
1625,22-23,240 ETSEIB,Santa Colo,8922,8
1626,22-23,240 ETSEIB,Santa Colo,8923,2
1627,22-23,240 ETSEIB,Santa Colo,8924,3
1628,22-23,240 ETSEIB,Santa Colo,17430,2
1629,22-23,240 ETSEIB,Santa Marg,8710,2
1630,22-23,240 ETSEIB,Santa Marg,8730,1
1631,22-23,240 ETSEIB,Santa Perp,8130,5
1632,22-23,240 ETSEIB,Santander,39003,1
1633,22-23,240 ETSEIB,Santiago d,15705,1
1634,22-23,240 ETSEIB,Santpedor,8251,2
1635,22-23,240 ETSEIB,Sense Info,1060,1
1636,22-23,240 ETSEIB,Sense Info,99999,27
1637,22-23,240 ETSEIB,Sentmenat,8181,2
1638,22-23,240 ETSEIB,Seva,8554,1
1639,22-23,240 ETSEIB,Sitges,8870,12
1640,22-23,240 ETSEIB,Sitges,8871,2
1641,22-23,240 ETSEIB,Solsona,25280,4
1642,22-23,240 ETSEIB,Subirats,8739,2
1643,22-23,240 ETSEIB,Taradell,8552,1
1644,22-23,240 ETSEIB,Tarragona,43001,1
1645,22-23,240 ETSEIB,Tarragona,43002,2
1646,22-23,240 ETSEIB,Tarragona,43005,1
1647,22-23,240 ETSEIB,Tarragona,43007,5
1648,22-23,240 ETSEIB,Tàrrega,25300,4
1649,22-23,240 ETSEIB,Tavèrnoles,8519,1
1650,22-23,240 ETSEIB,Teià,8329,5
1651,22-23,240 ETSEIB,Terrassa,8221,5
1652,22-23,240 ETSEIB,Terrassa,8222,5
1653,22-23,240 ETSEIB,Terrassa,8224,2
1654,22-23,240 ETSEIB,Terrassa,8225,1
1655,22-23,240 ETSEIB,Terrassa,8228,1
1656,22-23,240 ETSEIB,Tiana,8391,12
1657,22-23,240 ETSEIB,Tona,8551,3
1658,22-23,240 ETSEIB,Tordera,8490,1
1659,22-23,240 ETSEIB,Torelló,8570,4
1660,22-23,240 ETSEIB,Torrelles ,8629,3
1661,22-23,240 ETSEIB,Tortosa,43500,3
1662,22-23,240 ETSEIB,Tortosa,43897,1
1663,22-23,240 ETSEIB,Tuineje,35620,1
1664,22-23,240 ETSEIB,Usurbil,20170,1
1665,22-23,240 ETSEIB,Vacarisses,8233,1
1666,22-23,240 ETSEIB,Valencia,46004,1
1667,22-23,240 ETSEIB,Valencia,46018,1
1668,22-23,240 ETSEIB,Vallbona d,8785,1
1669,22-23,240 ETSEIB,Vallirana,8759,4
1670,22-23,240 ETSEIB,Vic,8500,16
1671,22-23,240 ETSEIB,Vigo,36203,1
1672,22-23,240 ETSEIB,Vilabella,43886,1
1673,22-23,240 ETSEIB,Viladecans,8840,22
1674,22-23,240 ETSEIB,Viladecava,8232,1
1675,22-23,240 ETSEIB,Vilafranca,8720,10
1676,22-23,240 ETSEIB,Vilanova d,8410,2
1677,22-23,240 ETSEIB,Vilanova d,8788,3
1678,22-23,240 ETSEIB,Vilanova i,8800,17
1679,22-23,240 ETSEIB,Vilassar d,8339,6
1680,22-23,240 ETSEIB,Vilassar d,8340,15
1681,22-23,240 ETSEIB,Villaquila,24195,1
1682,22-23,240 ETSEIB,Vinaròs,12500,1
1683,22-23,250 ETSECCPB,Alella,8328,3
1684,22-23,250 ETSECCPB,Algaida,8210,1
1685,22-23,250 ETSECCPB,Alzira,46600,1
1686,22-23,250 ETSECCPB,Ametlla de,8480,5
1687,22-23,250 ETSECCPB,Arenys de ,8350,1
1688,22-23,250 ETSECCPB,Badalona,8005,1
1689,22-23,250 ETSECCPB,Badalona,8030,1
1690,22-23,250 ETSECCPB,Badalona,8911,7
1691,22-23,250 ETSECCPB,Badalona,8912,3
1692,22-23,250 ETSECCPB,Badalona,8913,1
1693,22-23,250 ETSECCPB,Badalona,8914,1
1694,22-23,250 ETSECCPB,Badalona,8915,5
1695,22-23,250 ETSECCPB,Badalona,8917,7
1696,22-23,250 ETSECCPB,Badalona,8918,2
1697,22-23,250 ETSECCPB,Badia del ,8214,2
1698,22-23,250 ETSECCPB,Barberà de,8210,6
1699,22-23,250 ETSECCPB,Barberà de,43422,1
1700,22-23,250 ETSECCPB,Barcelona,8001,26
1701,22-23,250 ETSECCPB,Barcelona,8002,10
1702,22-23,250 ETSECCPB,Barcelona,8003,10
1703,22-23,250 ETSECCPB,Barcelona,8004,23
1704,22-23,250 ETSECCPB,Barcelona,8005,19
1705,22-23,250 ETSECCPB,Barcelona,8006,18
1706,22-23,250 ETSECCPB,Barcelona,8007,1
1707,22-23,250 ETSECCPB,Barcelona,8008,4
1708,22-23,250 ETSECCPB,Barcelona,8009,2
1709,22-23,250 ETSECCPB,Barcelona,8010,4
1710,22-23,250 ETSECCPB,Barcelona,8011,19
1711,22-23,250 ETSECCPB,Barcelona,8012,14
1712,22-23,250 ETSECCPB,Barcelona,8013,28
1713,22-23,250 ETSECCPB,Barcelona,8014,38
1714,22-23,250 ETSECCPB,Barcelona,8015,32
1715,22-23,250 ETSECCPB,Barcelona,8016,13
1716,22-23,250 ETSECCPB,Barcelona,8017,23
1717,22-23,250 ETSECCPB,Barcelona,8018,19
1718,22-23,250 ETSECCPB,Barcelona,8019,9
1719,22-23,250 ETSECCPB,Barcelona,8020,15
1720,22-23,250 ETSECCPB,Barcelona,8021,25
1721,22-23,250 ETSECCPB,Barcelona,8022,17
1722,22-23,250 ETSECCPB,Barcelona,8023,37
1723,22-23,250 ETSECCPB,Barcelona,8024,27
1724,22-23,250 ETSECCPB,Barcelona,8025,35
1725,22-23,250 ETSECCPB,Barcelona,8026,5
1726,22-23,250 ETSECCPB,Barcelona,8027,19
1727,22-23,250 ETSECCPB,Barcelona,8028,93
1728,22-23,250 ETSECCPB,Barcelona,8029,46
1729,22-23,250 ETSECCPB,Barcelona,8030,8
1730,22-23,250 ETSECCPB,Barcelona,8031,13
1731,22-23,250 ETSECCPB,Barcelona,8032,15
1732,22-23,250 ETSECCPB,Barcelona,8033,4
1733,22-23,250 ETSECCPB,Barcelona,8034,51
1734,22-23,250 ETSECCPB,Barcelona,8035,7
1735,22-23,250 ETSECCPB,Barcelona,8036,19
1736,22-23,250 ETSECCPB,Barcelona,8037,10
1737,22-23,250 ETSECCPB,Barcelona,8038,14
1738,22-23,250 ETSECCPB,Barcelona,8041,13
1739,22-23,250 ETSECCPB,Barcelona,8042,12
1740,22-23,250 ETSECCPB,Barcelona,8110,1
1741,22-23,250 ETSECCPB,Barcelona,8196,1
1742,22-23,250 ETSECCPB,Barcelona,8201,1
1743,22-23,250 ETSECCPB,Barcelona,8251,1
1744,22-23,250 ETSECCPB,Barcelona,8302,1
1745,22-23,250 ETSECCPB,Barcelona,8901,2
1746,22-23,250 ETSECCPB,Barcelona,8902,1
1747,22-23,250 ETSECCPB,Barcelona,8903,4
1748,22-23,250 ETSECCPB,Barcelona,8904,3
1749,22-23,250 ETSECCPB,Barcelona,8905,1
1750,22-23,250 ETSECCPB,Barcelona,8906,1
1751,22-23,250 ETSECCPB,Barcelona,8950,1
1752,22-23,250 ETSECCPB,Barcelona,17007,1
1753,22-23,250 ETSECCPB,Barcelona,17242,1
1754,22-23,250 ETSECCPB,Barcelona,80827,1
1755,22-23,250 ETSECCPB,Berga,8600,2
1756,22-23,250 ETSECCPB,Bigues i R,8416,1
1757,22-23,250 ETSECCPB,Bilbao,48013,1
1758,22-23,250 ETSECCPB,Blanes,17300,1
1759,22-23,250 ETSECCPB,"Cabanyes, ",8794,1
1760,22-23,250 ETSECCPB,Cabrera de,8349,2
1761,22-23,250 ETSECCPB,Cabrils,8348,4
1762,22-23,250 ETSECCPB,Cadaqués,17488,1
1763,22-23,250 ETSECCPB,Calafell,43820,1
1764,22-23,250 ETSECCPB,Calella,8370,4
1765,22-23,250 ETSECCPB,Calonge,17252,1
1766,22-23,250 ETSECCPB,Canet de M,8360,10
1767,22-23,250 ETSECCPB,Capellades,8786,1
1768,22-23,250 ETSECCPB,Cardedeu,8440,5
1769,22-23,250 ETSECCPB,Castellar ,8211,2
1770,22-23,250 ETSECCPB,Castellbel,8296,1
1771,22-23,250 ETSECCPB,Castelldef,8860,15
1772,22-23,250 ETSECCPB,Castellet ,8729,1
1773,22-23,250 ETSECCPB,Castellví ,8769,3
1774,22-23,250 ETSECCPB,Cerdanyola,8193,1
1775,22-23,250 ETSECCPB,Cerdanyola,8290,12
1776,22-23,250 ETSECCPB,Cervelló,8758,2
1777,22-23,250 ETSECCPB,Cervera,25200,1
1778,22-23,250 ETSECCPB,Cistella,17741,1
1779,22-23,250 ETSECCPB,Corbera de,8757,2
1780,22-23,250 ETSECCPB,Cornellà d,8940,17
1781,22-23,250 ETSECCPB,Cubelles,8880,3
1782,22-23,250 ETSECCPB,Dosrius,8319,1
1783,22-23,250 ETSECCPB,El Bruc,8294,1
1784,22-23,250 ETSECCPB,El Masnou,8320,3
1785,22-23,250 ETSECCPB,El Papiol,8754,1
1786,22-23,250 ETSECCPB,El Pont de,8254,1
1787,22-23,250 ETSECCPB,El Prat de,8820,13
1788,22-23,250 ETSECCPB,El Vendrel,43700,3
1789,22-23,250 ETSECCPB,Els Pallar,43151,1
1790,22-23,250 ETSECCPB,Esparregue,8292,2
1791,22-23,250 ETSECCPB,Esplugues ,8950,18
1792,22-23,250 ETSECCPB,Folguerole,8519,1
1793,22-23,250 ETSECCPB,Font-rubí,8736,1
1794,22-23,250 ETSECCPB,Fornells d,17458,2
1795,22-23,250 ETSECCPB,Franqueses,8520,2
1796,22-23,250 ETSECCPB,Garcia,43749,1
1797,22-23,250 ETSECCPB,Gavà,8850,13
1798,22-23,250 ETSECCPB,Gelida,8790,4
1799,22-23,250 ETSECCPB,Girona,17001,1
1800,22-23,250 ETSECCPB,Girona,17002,1
1801,22-23,250 ETSECCPB,Girona,17003,1
1802,22-23,250 ETSECCPB,Granollers,8401,2
1803,22-23,250 ETSECCPB,Granollers,8402,7
1804,22-23,250 ETSECCPB,Gurb,8503,3
1805,22-23,250 ETSECCPB,Hospitalet,8001,1
1806,22-23,250 ETSECCPB,Hospitalet,8009,1
1807,22-23,250 ETSECCPB,Hospitalet,8028,2
1808,22-23,250 ETSECCPB,Hospitalet,8034,3
1809,22-23,250 ETSECCPB,Hospitalet,8097,2
1810,22-23,250 ETSECCPB,Hospitalet,8190,1
1811,22-23,250 ETSECCPB,Hospitalet,8901,10
1812,22-23,250 ETSECCPB,Hospitalet,8902,11
1813,22-23,250 ETSECCPB,Hospitalet,8903,15
1814,22-23,250 ETSECCPB,Hospitalet,8904,14
1815,22-23,250 ETSECCPB,Hospitalet,8905,6
1816,22-23,250 ETSECCPB,Hospitalet,8906,11
1817,22-23,250 ETSECCPB,Hospitalet,8907,2
1818,22-23,250 ETSECCPB,Hospitalet,8908,1
1819,22-23,250 ETSECCPB,Igualada,8700,3
1820,22-23,250 ETSECCPB,La Garriga,8530,3
1821,22-23,250 ETSECCPB,La Llagost,8120,1
1822,22-23,250 ETSECCPB,La Morera ,43361,1
1823,22-23,250 ETSECCPB,La Palma d,8756,1
1824,22-23,250 ETSECCPB,La Roca de,8430,2
1825,22-23,250 ETSECCPB,La Seu d'U,25700,1
1826,22-23,250 ETSECCPB,La Torre d,8789,1
1827,22-23,250 ETSECCPB,Llagostera,17240,1
1828,22-23,250 ETSECCPB,Lliçà d'Am,8186,4
1829,22-23,250 ETSECCPB,Lloret de ,17310,2
1830,22-23,250 ETSECCPB,Madrid,28008,1
1831,22-23,250 ETSECCPB,Madrid,28012,1
1832,22-23,250 ETSECCPB,Madrid,28026,1
1833,22-23,250 ETSECCPB,Malgrat de,8380,1
1834,22-23,250 ETSECCPB,Manlleu,8560,2
1835,22-23,250 ETSECCPB,Manresa,8241,3
1836,22-23,250 ETSECCPB,Manresa,8242,4
1837,22-23,250 ETSECCPB,Manresa,8243,2
1838,22-23,250 ETSECCPB,Manresa,8272,1
1839,22-23,250 ETSECCPB,Maó-Mahón,7702,1
1840,22-23,250 ETSECCPB,Martorell,8670,1
1841,22-23,250 ETSECCPB,Martorell,8760,1
1842,22-23,250 ETSECCPB,Martorelle,8107,1
1843,22-23,250 ETSECCPB,Masllorenç,43718,1
1844,22-23,250 ETSECCPB,Matadepera,8230,5
1845,22-23,250 ETSECCPB,Mataró,8301,5
1846,22-23,250 ETSECCPB,Mataró,8302,7
1847,22-23,250 ETSECCPB,Mataró,8303,3
1848,22-23,250 ETSECCPB,Mataró,8304,9
1849,22-23,250 ETSECCPB,Molins de ,8750,10
1850,22-23,250 ETSECCPB,Mollet del,8100,1
1851,22-23,250 ETSECCPB,Monistrol ,8691,1
1852,22-23,250 ETSECCPB,Montblanc,43400,1
1853,22-23,250 ETSECCPB,Montcada i,8110,6
1854,22-23,250 ETSECCPB,Montgat,8390,7
1855,22-23,250 ETSECCPB,Montmeló,8160,3
1856,22-23,250 ETSECCPB,Naut Aran,25599,1
1857,22-23,250 ETSECCPB,Olesa de M,8640,3
1858,22-23,250 ETSECCPB,Oliana,25790,1
1859,22-23,250 ETSECCPB,Olivella,8818,2
1860,22-23,250 ETSECCPB,Olot,17800,3
1861,22-23,250 ETSECCPB,Orís,8573,1
1862,22-23,250 ETSECCPB,Pacs del P,8796,1
1863,22-23,250 ETSECCPB,Palamós,17230,1
1864,22-23,250 ETSECCPB,Palau-soli,8184,2
1865,22-23,250 ETSECCPB,Pallejà,8753,1
1866,22-23,250 ETSECCPB,Pallejà,8780,3
1867,22-23,250 ETSECCPB,Parets del,8150,3
1868,22-23,250 ETSECCPB,Penagos,39627,1
1869,22-23,250 ETSECCPB,Pineda de ,8330,1
1870,22-23,250 ETSECCPB,Pineda de ,8397,1
1871,22-23,250 ETSECCPB,Premià de ,8330,4
1872,22-23,250 ETSECCPB,Premià de ,8338,3
1873,22-23,250 ETSECCPB,Reus,43203,2
1874,22-23,250 ETSECCPB,Reus,43205,1
1875,22-23,250 ETSECCPB,Riells i V,17404,1
1876,22-23,250 ETSECCPB,Ripoll,17500,1
1877,22-23,250 ETSECCPB,Roquetes,43520,2
1878,22-23,250 ETSECCPB,Roses,17480,1
1879,22-23,250 ETSECCPB,Rubí,8191,9
1880,22-23,250 ETSECCPB,Sabadell,8201,1
1881,22-23,250 ETSECCPB,Sabadell,8202,4
1882,22-23,250 ETSECCPB,Sabadell,8203,2
1883,22-23,250 ETSECCPB,Sabadell,8204,1
1884,22-23,250 ETSECCPB,Sabadell,8205,2
1885,22-23,250 ETSECCPB,Sabadell,8206,8
1886,22-23,250 ETSECCPB,Sabadell,8207,3
1887,22-23,250 ETSECCPB,Sabadell,8208,2
1888,22-23,250 ETSECCPB,Sant Adrià,8019,1
1889,22-23,250 ETSECCPB,Sant Adrià,8930,5
1890,22-23,250 ETSECCPB,Sant Andre,8392,4
1891,22-23,250 ETSECCPB,Sant Andre,8740,4
1892,22-23,250 ETSECCPB,Sant Anton,8015,1
1893,22-23,250 ETSECCPB,Sant Anton,8459,2
1894,22-23,250 ETSECCPB,Sant Boi d,8330,1
1895,22-23,250 ETSECCPB,Sant Boi d,8830,19
1896,22-23,250 ETSECCPB,Sant Celon,8470,1
1897,22-23,250 ETSECCPB,Sant Clime,8849,2
1898,22-23,250 ETSECCPB,Sant Cugat,8172,16
1899,22-23,250 ETSECCPB,Sant Cugat,8173,5
1900,22-23,250 ETSECCPB,Sant Cugat,8174,1
1901,22-23,250 ETSECCPB,Sant Cugat,8195,4
1902,22-23,250 ETSECCPB,Sant Cugat,8197,3
1903,22-23,250 ETSECCPB,Sant Estev,8635,1
1904,22-23,250 ETSECCPB,Sant Feliu,8980,14
1905,22-23,250 ETSECCPB,Sant Feliu,17220,1
1906,22-23,250 ETSECCPB,Sant Fost ,8105,4
1907,22-23,250 ETSECCPB,Sant Fruit,8272,3
1908,22-23,250 ETSECCPB,Sant Hipòl,8512,1
1909,22-23,250 ETSECCPB,Sant Joan ,8250,1
1910,22-23,250 ETSECCPB,Sant Joan ,8950,1
1911,22-23,250 ETSECCPB,Sant Joan ,8970,7
1912,22-23,250 ETSECCPB,Sant Jordi,17857,1
1913,22-23,250 ETSECCPB,Sant Just ,8960,4
1914,22-23,250 ETSECCPB,Sant Martí,8712,1
1915,22-23,250 ETSECCPB,Sant Pere ,8776,1
1916,22-23,250 ETSECCPB,Sant Pere ,8810,1
1917,22-23,250 ETSECCPB,Sant Pol d,8395,2
1918,22-23,250 ETSECCPB,Sant Quirz,8192,5
1919,22-23,250 ETSECCPB,Sant Sadur,8770,4
1920,22-23,250 ETSECCPB,Sant Vicen,8295,4
1921,22-23,250 ETSECCPB,Sant Vicen,8394,1
1922,22-23,250 ETSECCPB,Sant Vicen,8620,3
1923,22-23,250 ETSECCPB,Santa Colo,8690,5
1924,22-23,250 ETSECCPB,Santa Colo,8921,6
1925,22-23,250 ETSECCPB,Santa Colo,8922,6
1926,22-23,250 ETSECCPB,Santa Colo,8923,4
1927,22-23,250 ETSECCPB,Santa Eugè,8507,1
1928,22-23,250 ETSECCPB,Santa Marg,8710,1
1929,22-23,250 ETSECCPB,Santa Mari,8460,3
1930,22-23,250 ETSECCPB,Santa Perp,8003,1
1931,22-23,250 ETSECCPB,Santa Perp,8130,4
1932,22-23,250 ETSECCPB,Santa Susa,8398,1
1933,22-23,250 ETSECCPB,Sarral,43424,1
1934,22-23,250 ETSECCPB,Sense Info,,11
1935,22-23,250 ETSECCPB,Sense Info,99999,28
1936,22-23,250 ETSECCPB,Sitges,8860,1
1937,22-23,250 ETSECCPB,Sitges,8870,7
1938,22-23,250 ETSECCPB,Sitges,8871,1
1939,22-23,250 ETSECCPB,Solsona,25280,1
1940,22-23,250 ETSECCPB,Subirats,8739,1
1941,22-23,250 ETSECCPB,Taradell,8552,1
1942,22-23,250 ETSECCPB,Tarragona,43002,2
1943,22-23,250 ETSECCPB,Tarragona,43005,4
1944,22-23,250 ETSECCPB,Tarragona,43007,3
1945,22-23,250 ETSECCPB,Terrassa,8221,2
1946,22-23,250 ETSECCPB,Terrassa,8222,5
1947,22-23,250 ETSECCPB,Terrassa,8223,2
1948,22-23,250 ETSECCPB,Terrassa,8224,8
1949,22-23,250 ETSECCPB,Terrassa,8225,6
1950,22-23,250 ETSECCPB,Terrassa,8226,2
1951,22-23,250 ETSECCPB,Terrassa,8227,4
1952,22-23,250 ETSECCPB,Terrassa,8228,2
1953,22-23,250 ETSECCPB,Tiana,8391,3
1954,22-23,250 ETSECCPB,Torelló,8570,4
1955,22-23,250 ETSECCPB,Torredemba,43830,2
1956,22-23,250 ETSECCPB,Torrelavit,8775,1
1957,22-23,250 ETSECCPB,Torroella ,17257,2
1958,22-23,250 ETSECCPB,Tortosa,43500,1
1959,22-23,250 ETSECCPB,Valencia,46010,1
1960,22-23,250 ETSECCPB,Vallirana,8759,1
1961,22-23,250 ETSECCPB,Vall-llobr,17253,1
1962,22-23,250 ETSECCPB,Vallromane,8188,1
1963,22-23,250 ETSECCPB,Valls,43800,1
1964,22-23,250 ETSECCPB,Vic,8500,8
1965,22-23,250 ETSECCPB,Viladecans,8840,10
1966,22-23,250 ETSECCPB,Vilafranca,8720,10
1967,22-23,250 ETSECCPB,Vilanova d,8410,1
1968,22-23,250 ETSECCPB,Vilanova d,8788,1
1969,22-23,250 ETSECCPB,Vilanova i,8800,12
1970,22-23,250 ETSECCPB,Vilassar d,8340,3
1971,22-23,250 ETSECCPB,Vinaròs,12500,1
1972,22-23,250 ETSECCPB,Xirivella,46950,1
1973,22-23,270 FIB,Abrera,8630,6
1974,22-23,270 FIB,Aiguafreda,8591,1
1975,22-23,270 FIB,Alcanar,43530,1
1976,22-23,270 FIB,Alella,8328,5
1977,22-23,270 FIB,Alicante,3015,1
1978,22-23,270 FIB,Ametlla de,8480,1
1979,22-23,270 FIB,Arbeca,25140,1
1980,22-23,270 FIB,Arbúcies,17401,1
1981,22-23,270 FIB,Arenys de ,8350,4
1982,22-23,270 FIB,Arenys de ,8358,4
1983,22-23,270 FIB,Argençola,8717,1
1984,22-23,270 FIB,Argentona,8310,5
1985,22-23,270 FIB,Arrigorria,48480,1
1986,22-23,270 FIB,Artà,7570,1
1987,22-23,270 FIB,Atzeneta d,46869,1
1988,22-23,270 FIB,Avilés,33402,1
1989,22-23,270 FIB,Avinyonet ,17742,1
1990,22-23,270 FIB,Badalona,8911,9
1991,22-23,270 FIB,Badalona,8912,12
1992,22-23,270 FIB,Badalona,8913,5
1993,22-23,270 FIB,Badalona,8914,12
1994,22-23,270 FIB,Badalona,8915,11
1995,22-23,270 FIB,Badalona,8916,1
1996,22-23,270 FIB,Badalona,8917,18
1997,22-23,270 FIB,Badalona,8918,7
1998,22-23,270 FIB,Banyoles,17820,2
1999,22-23,270 FIB,Barberà de,8210,8
2000,22-23,270 FIB,Barcelona,8000,1
2001,22-23,270 FIB,Barcelona,8001,40
2002,22-23,270 FIB,Barcelona,8002,11
2003,22-23,270 FIB,Barcelona,8003,8
2004,22-23,270 FIB,Barcelona,8004,34
2005,22-23,270 FIB,Barcelona,8005,19
2006,22-23,270 FIB,Barcelona,8006,22
2007,22-23,270 FIB,Barcelona,8007,4
2008,22-23,270 FIB,Barcelona,8008,8
2009,22-23,270 FIB,Barcelona,8009,11
2010,22-23,270 FIB,Barcelona,8010,8
2011,22-23,270 FIB,Barcelona,8011,22
2012,22-23,270 FIB,Barcelona,8012,25
2013,22-23,270 FIB,Barcelona,8013,41
2014,22-23,270 FIB,Barcelona,8014,52
2015,22-23,270 FIB,Barcelona,8015,39
2016,22-23,270 FIB,Barcelona,8016,21
2017,22-23,270 FIB,Barcelona,8017,43
2018,22-23,270 FIB,Barcelona,8018,30
2019,22-23,270 FIB,Barcelona,8019,17
2020,22-23,270 FIB,Barcelona,8020,18
2021,22-23,270 FIB,Barcelona,8021,24
2022,22-23,270 FIB,Barcelona,8022,33
2023,22-23,270 FIB,Barcelona,8023,41
2024,22-23,270 FIB,Barcelona,8024,32
2025,22-23,270 FIB,Barcelona,8025,53
2026,22-23,270 FIB,Barcelona,8026,14
2027,22-23,270 FIB,Barcelona,8027,33
2028,22-23,270 FIB,Barcelona,8028,154
2029,22-23,270 FIB,Barcelona,8029,59
2030,22-23,270 FIB,Barcelona,8030,28
2031,22-23,270 FIB,Barcelona,8031,14
2032,22-23,270 FIB,Barcelona,8032,22
2033,22-23,270 FIB,Barcelona,8033,6
2034,22-23,270 FIB,Barcelona,8034,61
2035,22-23,270 FIB,Barcelona,8035,15
2036,22-23,270 FIB,Barcelona,8036,21
2037,22-23,270 FIB,Barcelona,8037,10
2038,22-23,270 FIB,Barcelona,8038,21
2039,22-23,270 FIB,Barcelona,8041,22
2040,22-23,270 FIB,Barcelona,8042,17
2041,22-23,270 FIB,Barcelona,8224,1
2042,22-23,270 FIB,Barcelona,8232,1
2043,22-23,270 FIB,Barcelona,8380,1
2044,22-23,270 FIB,Barcelona,8560,1
2045,22-23,270 FIB,Barcelona,8720,1
2046,22-23,270 FIB,Barcelona,8820,1
2047,22-23,270 FIB,Barcelona,8902,1
2048,22-23,270 FIB,Barcelona,8903,2
2049,22-23,270 FIB,Barcelona,8905,2
2050,22-23,270 FIB,Barcelona,8907,1
2051,22-23,270 FIB,Barcelona,8917,1
2052,22-23,270 FIB,Barcelona,8924,1
2053,22-23,270 FIB,Barcelona,8930,1
2054,22-23,270 FIB,Barcelona,9017,1
2055,22-23,270 FIB,Barcelona,17800,1
2056,22-23,270 FIB,Barcelona,50007,1
2057,22-23,270 FIB,Batea,43786,1
2058,22-23,270 FIB,Begues,8859,4
2059,22-23,270 FIB,Begur,17213,1
2060,22-23,270 FIB,Bellvís,25142,1
2061,22-23,270 FIB,Benicasim,12560,1
2062,22-23,270 FIB,Berga,8600,2
2063,22-23,270 FIB,Bescanó,17162,1
2064,22-23,270 FIB,Bigues i R,8415,2
2065,22-23,270 FIB,Bilbao,48008,1
2066,22-23,270 FIB,Blanes,17300,4
2067,22-23,270 FIB,Breda,17400,1
2068,22-23,270 FIB,Burgos,9002,1
2069,22-23,270 FIB,"Cabanyes, ",8739,1
2070,22-23,270 FIB,Cabra del ,43811,1
2071,22-23,270 FIB,Cabrera d',8718,1
2072,22-23,270 FIB,Cabrera de,8330,1
2073,22-23,270 FIB,Cabrera de,8349,2
2074,22-23,270 FIB,Cabrils,8348,2
2075,22-23,270 FIB,Calaf,8280,1
2076,22-23,270 FIB,Calafell,43820,2
2077,22-23,270 FIB,Calafell,43882,3
2078,22-23,270 FIB,Caldes de ,8014,1
2079,22-23,270 FIB,Caldes de ,8140,5
2080,22-23,270 FIB,Caldes d'E,8393,2
2081,22-23,270 FIB,Calella,8370,7
2082,22-23,270 FIB,Calldetene,8506,1
2083,22-23,270 FIB,Cambrils,43850,1
2084,22-23,270 FIB,Canet de M,8360,7
2085,22-23,270 FIB,Canovelles,8420,4
2086,22-23,270 FIB,Cànoves i ,8445,1
2087,22-23,270 FIB,Capellades,8786,2
2088,22-23,270 FIB,Cardedeu,8440,8
2089,22-23,270 FIB,Cardona,8261,1
2090,22-23,270 FIB,"Castell, E",7720,1
2091,22-23,270 FIB,Castellar ,8211,4
2092,22-23,270 FIB,Castellbis,8755,3
2093,22-23,270 FIB,Castelldef,8860,27
2094,22-23,270 FIB,Cerdanyola,8193,6
2095,22-23,270 FIB,Cerdanyola,8290,17
2096,22-23,270 FIB,Cervelló,8758,5
2097,22-23,270 FIB,Cervera,25200,1
2098,22-23,270 FIB,Ciutadella,7760,2
2099,22-23,270 FIB,Collbató,8293,6
2100,22-23,270 FIB,Corbera de,8757,8
2101,22-23,270 FIB,Cornellà d,8049,1
2102,22-23,270 FIB,Cornellà d,8093,1
2103,22-23,270 FIB,Cornellà d,8940,30
2104,22-23,270 FIB,Cornellà d,17844,1
2105,22-23,270 FIB,Cubelles,8880,3
2106,22-23,270 FIB,Cunit,43881,2
2107,22-23,270 FIB,Donostia,20012,1
2108,22-23,270 FIB,El Bruc,8294,1
2109,22-23,270 FIB,El Masnou,8320,7
2110,22-23,270 FIB,El Papiol,8754,1
2111,22-23,270 FIB,El Pinell ,43594,1
2112,22-23,270 FIB,El Pla del,8733,1
2113,22-23,270 FIB,El Pont de,8254,1
2114,22-23,270 FIB,El Prat de,8820,25
2115,22-23,270 FIB,El Vendrel,43700,3
2116,22-23,270 FIB,Elche,3204,1
2117,22-23,270 FIB,Els Plans ,25211,1
2118,22-23,270 FIB,Esparregue,8292,8
2119,22-23,270 FIB,Esplugues ,8950,22
2120,22-23,270 FIB,Esponellà,17832,1
2121,22-23,270 FIB,Fonollosa,8259,2
2122,22-23,270 FIB,Font-rubí,8736,1
2123,22-23,270 FIB,Franqueses,8520,3
2124,22-23,270 FIB,Franqueses,8521,2
2125,22-23,270 FIB,Gavà,8850,14
2126,22-23,270 FIB,Gelida,8790,4
2127,22-23,270 FIB,Gimenells ,25112,1
2128,22-23,270 FIB,Girona,17001,3
2129,22-23,270 FIB,Girona,17003,2
2130,22-23,270 FIB,Girona,17005,3
2131,22-23,270 FIB,Girona,17006,1
2132,22-23,270 FIB,Girona,17007,1
2133,22-23,270 FIB,Girona,17412,1
2134,22-23,270 FIB,Granollers,8401,8
2135,22-23,270 FIB,Granollers,8402,10
2136,22-23,270 FIB,Granollers,8403,1
2137,22-23,270 FIB,Graus,22430,1
2138,22-23,270 FIB,Gurb,8503,2
2139,22-23,270 FIB,Hondarribi,20280,1
2140,22-23,270 FIB,Hospitalet,8028,1
